"","Asignatura","Profesor","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10"
"2022",402,403,9,8,9,5,9,10,10,9,9,9
"2023",402,403,7,7,9,5,9,9,8,7,10,7
"2024",402,403,8,7,9,6,9,10,9,8,8,8
"2025",402,403,10,8,10,5,10,10,8,7,10,10
"2026",402,403,10,10,10,10,10,10,10,10,10,10
"2027",402,403,8,6,10,5,5,7,8,4,6,7
"2028",402,403,9,9,8,7,7,10,10,8,9,8
"2029",402,403,10,5,8,5,6,10,8,5,10,7
"2030",402,403,9,3,7,3,4,10,9,3,8,6
"2031",402,403,6,4,5,5,4,9,7,5,5,4
"2032",402,403,3,5,6,6,5,9,8,6,7,7
"2033",402,403,5,2,3,5,5,9,7,7,3,5
"2034",402,403,7,7,2,5,8,8,10,8,8,5
"2035",402,403,8,7,8,7,9,9,9,8,8,8
"2036",402,403,8,3,4,4,4,8,8,5,5,6
"2037",402,403,3,1,4,4,4,8,5,6,1,1
"2038",402,403,10,8,8,8,8,10,7,8,7,10
"2039",402,403,7,5,7,3,8,10,9,8,5,6
"2040",402,403,6,7,7,6,2,7,6,6,7,4
"2041",402,403,5,1,3,1,7,7,8,8,1,4
"2042",402,403,5,6,4,2,5,7,5,5,6,3
"2043",402,403,8,8,8,7,9,9,6,7,8,8
"2044",402,403,9,7,7,8,8,8,9,9,10,9
"2045",402,403,9,10,9,7,10,10,9,9,10,9
"2046",402,403,10,10,10,10,10,10,10,10,10,10
"2047",402,403,8,8,8,7,7,7,9,7,8,8
"2048",402,403,9,8,10,6,7,10,6,6,10,7
"2049",402,403,9,10,9,10,10,10,10,7,10,10
"2050",402,403,8,7,10,5,10,10,8,7,5,8
"2051",406,410,5,5,6,6,5,8,8,9,3,5
"2052",406,410,1,1,3,1,3,9,2,9,1,3
"2053",406,410,8,7,8,6,8,8,9,8,9,7
"2054",406,410,3,2,3,6,4,6,4,5,3,3
"2055",406,410,9,5,6,7,7,9,8,5,9,9
"2056",406,410,7,6,6,7,7,8,8,8,9,8
"2057",406,410,9,5,10,9,5,10,10,9,5,7
"2058",406,410,7,4,6,8,4,8,8,9,6,8
"2059",406,410,8,7,5,6,7,9,8,8,6,7
"2060",406,410,9,7,8,9,7,9,10,9,6,8
"2061",406,410,10,10,10,10,10,10,10,10,10,10
"2062",406,410,10,10,10,10,10,10,10,10,10,10
"2063",406,410,7,5,7,7,7,9,8,7,5,9
"2064",406,410,8,7,7,6,6,9,9,9,6,8
"2065",406,410,7,5,8,10,7,10,10,10,8,8
"2066",406,410,8,6,7,9,10,10,10,8,6,8
"2067",406,410,8,5,6,7,9,10,10,8,6,7
"2068",406,410,7,5,6,9,6,10,10,8,2,7
"2069",406,410,7,5,6,6,7,9,9,8,6,8
"2070",406,410,8,10,10,10,10,10,10,10,10,10
"2071",406,410,2,1,2,1,8,10,10,1,1,5
"2072",406,410,8,4,5,6,7,9,8,9,4,6
"2073",406,410,10,7,10,10,10,10,10,10,10,10
"2074",406,410,5,5,3,8,5,9,10,10,4,7
"2075",406,410,9,8,8,7,8,9,8,8,7,8
"2076",406,410,8,8,9,10,10,10,10,10,10,10
"2077",406,410,6,3,6,6,6,10,9,7,5,6
"2078",406,410,7,7,7,8,9,10,9,9,8,9
"2079",406,410,5,2,5,9,8,10,9,9,5,6
"2080",406,410,7,7,8,7,9,10,9,8,6,8
"2081",406,410,6,4,8,7,8,8,8,8,4,8
"2082",406,410,7,6,7,6,6,5,6,7,5,7
"2083",406,410,7,6,6,6,6,6,7,7,5,7
"2084",406,410,7,4,3,10,9,10,10,9,5,10
"2085",408,412,8,6,7,4,7,10,5,7,9,8
"2086",408,412,7,6,6,6,6,7,8,7,5,5
"2087",408,412,10,10,10,10,10,10,10,10,10,10
"2088",408,412,9,6,8,4,2,5,6,6,7,6
"2089",408,412,6,5,7,5,5,6,6,7,8,7
"2090",408,412,8,6,6,4,5,7,6,5,5,6
"2091",408,412,10,9,9,2,8,10,6,10,9,8
"2092",408,412,10,9,10,10,10,10,10,10,10,9
"2093",408,412,10,9,10,8,10,10,10,10,10,10
"2094",408,412,8,8,8,8,8,8,8,8,8,8
"2095",408,412,10,8,8,7,8,8,8,9,9,8
"2096",408,412,10,10,10,10,10,10,10,10,10,10
"2097",408,412,9,8,5,5,5,10,5,5,5,5
"2098",408,412,6,3,9,5,10,10,8,10,2,6
"2099",408,412,10,8,9,1,9,10,1,9,9,5
"2100",408,412,7,7,6,2,5,6,3,5,10,6
"2101",408,412,9,6,8,4,7,8,7,7,8,7
"2102",408,412,9,8,9,4,7,9,5,9,9,9
"2103",408,412,8,7,10,4,8,10,5,9,10,8
"2104",408,412,8,8,8,7,8,8,7,9,8,8
"2105",408,412,7,5,6,6,5,9,6,8,8,7
"2106",408,412,3,4,7,3,7,9,7,8,4,4
"2107",408,412,9,8,8,1,7,7,8,7,7,6
"2108",408,412,9,8,8,2,7,7,2,6,8,8
"2109",408,412,8,8,8,4,8,8,8,8,8,8
"2110",408,412,3,3,2,2,8,10,2,3,4,5
"2111",408,412,2,2,5,2,7,7,2,8,7,5
"2112",408,412,1,1,1,1,1,1,1,1,1,1
"2113",408,412,7,6,6,5,6,6,5,5,6,6
"2114",408,412,10,9,10,9,10,10,10,10,10,10
"2115",408,412,8,7,8,4,10,7,4,9,10,8
"2116",408,412,6,3,6,5,5,10,3,3,5,5
"2117",408,412,8,7,8,4,8,6,4,6,7,7
"2118",408,412,9,8,8,2,8,6,4,9,9,8
"2119",408,412,8,8,9,8,10,10,9,9,10,9
"2120",408,412,10,10,10,10,10,10,10,10,10,10
"2121",410,414,10,10,10,10,10,10,10,10,10,10
"2122",410,414,10,10,10,10,10,10,10,10,10,10
"2123",410,414,7,10,9,7,6,7,9,8,9,7
"2124",410,414,9,10,10,7,6,8,9,8,10,9
"2125",410,414,8,10,10,6,6,10,10,6,10,9
"2126",410,414,7,10,9,9,6,8,8,8,10,10
"2127",410,414,8,8,9,7,9,9,9,9,9,9
"2128",410,414,9,10,10,9,9,10,10,9,10,10
"2129",410,414,9,9,10,8,8,10,10,10,10,9
"2130",410,414,7,8,8,7,7,10,9,8,8,9
"2131",410,414,9,9,9,8,6,10,10,8,9,8
"2132",410,414,10,10,10,10,10,10,10,10,10,10
"2133",410,414,10,10,10,10,10,10,10,10,10,10
"2134",410,414,10,10,10,8,7,10,9,9,9,9
"2135",410,414,9,8,10,7,5,8,10,8,8,9
"2136",410,414,10,10,10,10,10,10,10,10,10,10
"2137",410,414,10,9,9,10,10,10,10,9,9,10
"2138",410,414,10,8,9,7,7,10,9,9,10,10
"2139",410,414,10,10,10,9,8,10,10,9,10,9
"2140",410,414,10,10,10,8,8,10,10,9,10,9
"2141",410,414,9,10,10,9,9,9,9,9,10,10
"2142",410,414,10,10,8,7,5,10,10,10,10,8
"2143",410,414,7,6,6,7,6,9,8,7,7,7
"2144",410,414,4,2,2,3,4,6,6,4,2,4
"2145",410,414,7,6,6,7,7,7,7,7,7,7
"2146",410,414,10,10,10,10,10,10,10,10,10,10
"2147",410,414,10,10,10,10,10,10,10,9,10,10
"2148",410,414,8,7,10,8,7,10,10,10,5,10
"2149",410,414,7,4,9,6,3,9,8,6,7,8
"2150",410,414,7,9,7,7,9,10,9,10,10,9
"2151",410,414,6,6,5,7,5,10,8,7,7,7
"2152",410,414,7,7,7,7,6,10,8,7,8,7
"2153",410,414,7,9,8,6,7,10,8,9,8,8
"2154",410,414,2,2,5,7,5,5,7,4,1,3
"2155",410,414,10,10,10,10,9,10,10,10,9,10
"2156",410,414,8,7,8,7,2,10,8,8,9,8
"2157",410,414,10,10,10,10,10,10,10,7,10,10
"2158",410,414,9,8,6,8,6,10,10,8,6,8
"2159",410,414,9,5,8,6,6,9,6,4,5,7
"2160",410,414,8,8,8,7,5,8,9,8,7,8
"2161",410,414,9,6,10,7,5,10,9,5,9,9
"2162",410,414,9,8,8,7,7,9,9,8,9,10
"2163",410,414,9,8,9,7,6,10,9,8,8,8
"2164",410,414,9,8,7,7,5,10,8,8,10,9
"2165",409,413,10,9,10,10,9,10,10,10,10,10
"2166",409,413,10,10,10,10,9,10,10,10,10,10
"2167",409,413,10,10,10,10,10,10,10,10,10,10
"2168",409,413,10,10,10,10,10,10,10,10,10,10
"2169",409,413,8,6,7,7,7,10,10,9,10,8
"2170",409,413,6,9,4,3,5,10,10,9,10,8
"2171",409,413,7,6,8,9,6,10,10,8,8,8
"2172",409,413,10,8,10,10,10,10,10,10,10,9
"2173",409,413,8,7,9,7,7,9,8,9,8,9
"2174",409,413,10,10,10,10,10,10,10,10,10,10
"2175",409,413,10,8,10,10,10,10,10,10,10,10
"2176",409,413,9,9,9,10,4,10,10,8,7,9
"2177",409,413,6,5,7,10,4,8,10,10,7,5
"2178",409,413,10,10,10,10,10,10,10,10,10,10
"2179",409,413,8,8,10,7,10,9,10,10,8,9
"2180",409,413,5,6,6,5,5,10,8,7,7,7
"2181",409,413,10,9,10,8,6,10,10,10,10,8
"2182",409,413,10,10,10,9,9,10,10,9,10,9
"2183",409,413,7,8,6,8,7,9,9,7,7,7
"2184",409,413,9,8,8,8,10,10,9,9,9,9
"2185",409,413,7,3,5,5,6,10,8,8,3,7
"2186",409,413,7,3,5,5,4,10,10,8,4,8
"2187",409,413,9,9,8,7,8,8,8,8,8,8
"2188",409,413,10,9,10,6,9,10,8,8,8,9
"2189",409,413,10,10,10,10,6,10,10,10,10,10
"2190",409,413,8,9,7,6,7,10,9,10,9,10
"2191",409,413,10,10,10,9,9,10,10,10,10,10
"2192",409,413,7,7,8,9,6,10,10,9,8,8
"2193",409,413,7,5,7,9,5,10,9,7,9,8
"2194",409,413,8,7,7,6,5,9,9,7,9,8
"2195",409,413,10,8,9,6,6,10,10,10,10,10
"2196",409,413,9,7,10,7,7,10,10,8,10,9
"2197",409,413,8,7,7,9,5,10,10,10,10,7
"2198",409,413,9,6,10,7,7,10,10,8,8,9
"2199",409,413,8,9,8,8,8,10,10,10,8,9
"2200",409,413,10,6,8,5,6,9,9,7,8,9
"2201",409,413,10,9,9,9,8,10,9,8,10,9
"2202",409,413,7,6,8,9,5,10,9,9,8,8
"2203",409,413,10,9,9,9,9,9,10,9,10,10
"2204",409,413,9,8,6,9,7,9,9,8,10,8
"2205",409,413,9,8,9,6,6,9,9,7,9,9
"2206",409,413,10,7,7,6,9,10,7,7,10,10
"2207",409,413,7,7,10,9,1,10,10,10,6,10
"2208",430,411,8,7,5,9,5,10,10,10,9,6
"2209",430,411,4,2,3,6,5,10,6,2,2,6
"2210",430,411,5,4,5,8,7,10,9,9,8,7
"2211",430,411,7,3,3,4,8,9,5,5,1,5
"2212",430,411,7,8,8,7,7,8,7,7,7,7
"2213",430,411,6,6,7,5,6,9,9,7,6,8
"2214",430,411,1,1,1,1,1,2,1,2,1,1
"2215",430,411,5,5,6,5,6,8,7,7,5,6
"2216",430,411,6,3,8,8,5,10,8,6,5,6
"2217",430,411,8,6,7,4,5,10,7,6,6,6
"2218",430,411,6,6,7,7,6,10,9,6,7,7
"2219",430,411,7,6,7,7,7,10,8,4,6,7
"2220",430,411,8,8,8,8,8,10,8,8,8,7
"2221",430,411,5,2,5,4,5,10,4,5,4,6
"2222",430,411,6,5,6,9,8,10,9,6,8,7
"2223",430,411,2,3,2,4,5,10,7,8,5,6
"2224",430,411,2,2,2,3,2,10,2,1,2,5
"2225",430,411,8,7,6,6,9,9,8,6,9,8
"2226",430,411,7,5,8,9,10,10,10,8,5,7
"2227",430,411,2,2,3,5,5,10,7,7,5,5
"2228",430,411,6,6,8,8,5,10,10,8,8,6
"2229",430,411,10,10,10,10,10,10,10,10,10,10
"2230",430,411,9,7,9,10,7,10,7,7,9,7
"2231",430,411,7,6,6,7,5,9,7,5,6,6
"2232",430,411,3,2,3,3,5,9,8,8,2,4
"2233",430,411,1,1,2,1,2,7,1,1,1,1
"2234",430,411,7,6,6,5,6,9,8,7,7,7
"2235",430,411,5,1,1,3,1,5,2,3,1,2
"2236",430,411,9,10,9,9,10,10,9,9,10,10
"2237",430,411,4,4,7,6,7,9,7,8,8,7
"2238",430,411,6,6,6,7,8,8,7,6,6,6
"2239",430,411,2,1,1,2,1,1,1,1,1,2
"2240",430,411,5,2,3,7,7,9,7,5,3,5
"2241",430,411,8,9,8,4,6,10,4,2,8,7
"2242",430,411,8,9,10,10,10,10,10,10,10,10
"2243",430,411,6,5,5,5,5,7,6,6,6,6
"2244",430,411,7,8,8,9,10,10,9,10,10,9
"2245",430,411,2,1,2,8,8,9,2,2,8,8
"2246",430,411,6,6,5,7,6,8,8,6,4,6
"2247",430,411,7,7,7,9,3,10,7,7,6,6
"2248",430,411,4,5,5,6,6,6,3,6,2,2
"2249",408,409,8,6,8,6,10,8,10,7,10,9
"2250",408,409,2,4,3,2,2,3,4,2,3,3
"2251",408,409,3,3,1,9,5,5,3,1,3,2
"2252",408,409,1,1,1,1,4,3,5,7,1,1
"2253",408,409,1,6,1,1,1,3,1,1,1,2
"2254",408,409,4,4,6,9,3,9,7,9,4,4
"2255",408,409,3,2,3,5,5,8,7,1,4,4
"2256",408,409,4,4,4,6,7,10,9,10,6,6
"2257",408,409,1,3,2,3,3,2,3,2,2,2
"2258",408,409,6,6,6,6,6,7,7,4,5,5
"2259",408,409,1,1,1,5,5,7,6,5,2,3
"2260",408,409,9,7,7,7,6,7,9,7,7,7
"2261",408,409,5,4,6,9,4,7,8,8,10,6
"2262",408,409,4,7,4,7,6,5,4,1,4.5,4.5
"2263",408,409,4,5,5,9,7,10,10,10,7,6
"2264",408,409,5,5,4,6,5,9,6,5,7,5
"2265",408,409,3,3,3,6,6,8,7,4,7,4
"2266",408,409,7,6,6,8,7,5,7,4,8,7
"2267",408,409,5,4,4,6,5,8,6,5,4,4
"2268",408,409,5,3,6,5,5,3,7,2,6,5
"2269",408,409,1,3,1,3,5,5,3,5,4,2
"2270",408,409,4,5,4,7,5,7,6,3,5,4
"2271",408,409,3,3,3,5,4,4,5,5,4,4
"2272",408,409,4,4,6,6,5,10,5,9,5,5
"2273",408,409,4,6,5,7,5,7,4,6,4,5
"2274",408,409,4,4,3,6,6,2,7,7,4,4
"2275",408,409,6,7,5,5,9,8,5,7,6,7
"2276",408,409,6,7,7,6,5,9,8,4,8,7
"2277",406,410,5,2,5,5,5,5,10,10,8,7
"2278",406,410,6,7,7,7,6,7,7,8,7,9
"2279",406,410,10,6,5,8,5,10,8,1,2,7
"2280",406,410,5,1,5,5,7,10,8,6,3,4
"2281",406,410,7,7,7,7,5,9,9,8,8,7
"2282",406,410,10,8,8,8,8,10,9,10,9,10
"2283",406,410,5,2,5,3,5,8,5,5,2,5
"2284",406,410,5,2,3,5,5,5,4,5,3,5
"2285",406,410,4,5,4,4,6,9,8,6,4,6
"2286",406,410,7,4,8,8,7,10,8,9,7,8
"2287",406,410,4,2,1,7,5,7,7,7,1,7
"2288",406,410,5,5,1,5,5,7,5,5,5,5
"2289",406,410,9,9,9,9,9,9,9,9,9,9
"2290",406,410,9,8,8,9,8,7,9,7,5,8
"2291",406,410,8,8,9,9,9,8,7,7,7,10
"2292",406,410,7,6,8,8,8,7,8,8,8,7
"2293",406,410,7,7,7,7,7,7,7,7,7,7
"2294",406,410,6,5,5,8,8,8,7,8,7,7
"2295",406,410,8,8,8,7,8,8,7,8,8,8
"2296",406,410,7,8,9,10,9,9,8,9,9,9
"2297",406,410,7,7,7,10,10,10,10,10,5,9
"2298",406,410,8,1,10,8,9,10,8,10,3,8
"2299",406,410,8,5,6,9,9,8,9,8,4,7
"2300",406,410,5,2,5,4,6,10,8,6,5,6
"2301",406,410,9,6,5,10,9,10,10,10,4,7
"2302",406,410,6,5,5,7,7,7,7,7,4,6
"2303",406,410,5,4,5,4,5,8,6,6,4,6
"2304",406,410,6,4,5,6,7,8,8,7,3,7
"2305",406,410,10,10,10,10,10,10,10,10,10,10
"2306",406,410,6,6,3,8,7,7,8,8,4,7
"2307",406,410,3,1,3,5,3,10,8,10,1,4
"2308",406,410,5,4,4,3,8,9,8,4,2,4
"2309",406,410,3,2,4,4,5,8,6,6,3,5
"2310",406,410,8,8,7,5,5,9,9,8,5,8
"2311",406,410,4,3,3,4,6,10,9,10,3,5
"2312",406,410,4,1,3,5,7,7,5,7,1,4
"2313",406,410,10,10,10,10,9,8,10,8,8,10
"2314",406,410,7,6,7,7,5,9,7,7,4,6
"2315",406,410,4,2,3,5,5,5,3,3,2,4
"2316",406,410,8,9,8,7,8,7,8,9,8,8
"2317",406,410,9,8,8,9,9,9,8,5,8,9
"2318",406,410,10,8,10,9,7,10,10,10,9,10
"2319",430,411,4,6,5,4,6,5,4,5,5,5
"2320",430,411,6,4,5,6,8,8,7,7,6,6
"2321",430,411,4,4,4,5,6,9,7,6,7,4
"2322",430,411,7,7,7,7,6,8,6,7,8,7
"2323",430,411,4,6,6,6,8,10,6,5,8,7
"2324",430,411,6,8,7,8,6,9,7,6,8,7
"2325",430,411,5,5,3,6,7,9,4,5,7,7
"2326",430,411,3,5,5,6,7,10,7,5,6,6
"2327",430,411,2,4,2,4,6,10,6,6,3,3
"2328",430,411,7,5,7,8,7,9,8,7,6,6
"2329",430,411,8,7,8,8,6,9,8,7,5,7
"2330",430,411,2,3,2,5,5,7,7,7,2,3
"2331",430,411,5,5,5,3,5,7,7,5,7,7
"2332",430,411,1,4,3,2,6,9,8,5,5,5
"2333",430,411,6,3,4,4,5,9,6,5,4,5
"2334",430,411,7,7,7,9,10,10,6,7,7,7
"2335",430,411,6,6,8,8,7,10,10,10,9,7
"2336",430,411,8,4,7,6,6,10,10,5,7,8
"2337",430,411,4,4,5,5,8,8,8,5,7,6
"2338",430,411,9,9,8,8,6,10,9,8,9,9
"2339",430,411,6,5,7,4,7,9,4,5,6,6
"2340",430,411,7,6,8,8,8,9,9,5,7,7
"2341",430,411,2,3,3,1,5,7,4,2,2,3
"2342",430,411,4,4,5,7,8,10,5,4,4,4
"2343",430,411,5,4,5,6,6,9,6,7,5,6
"2344",430,411,9,9,6,4,9,10,10,6,10,9
"2345",430,411,7,5,6,7,4,8,5,4,5,6
"2346",430,411,3,3,2,2,2,9,5,5,1,2
"2347",430,411,6,4,5,5,9,9,7,5,5,8
"2348",430,411,7,7,7,6,3,10,9,8,8,8
"2349",430,411,6,6,8,9,4,9,9,7,8,6
"2350",430,411,3,2,4,3,3,9,4,5,2,2
"2351",430,411,4,6,7,3,10,7,5,8,7,7
"2352",430,411,7,5,5,7,8,9,8,5,6,6
"2353",430,411,6,4,8,2,10,9,7,7,6,7
"2354",430,411,7,9,7,9,7,9,10,7,9,8
"2355",430,411,10,9,10,9,10,10,5,10,8,10
"2356",430,411,8,8,8,8,8,10,8,4,8,8
"2357",430,411,7,5,8,7,9,8,4,4,9,7
"2358",430,411,6,5,6,6,6,10,8,8,7,7
"2359",430,411,7,6,6,7,5,8,8,5,6,7
"2360",430,411,7,7,7,6,6,9,9,6,10,8
"2361",430,411,10,10,10,10,10,10,10,10,10,10
"2362",430,411,7,7,8,7,7,8,7,7,6,7
"2363",430,411,7,7,8,7,7,8,8,6,7,7
"2364",430,411,3,1,4,3,5,7,6,5,1,4
"2365",430,411,1,1,1,1,1,1,1,1,1,1
"2366",409,413,9,9,10,8,8,10,10,7,9,9
"2367",409,413,10,10,10,10,10,10,10,10,10,10
"2368",409,413,9,8,9,9,9,10,9,9,9,9
"2369",409,413,10,10,10,10,10,10,10,10,10,10
"2370",409,413,10,10,10,10,10,10,10,10,10,10
"2371",409,413,9,9,8,10,9,10,10,10,10,9
"2372",409,413,10,10,10,10,8,10,10,10,10,9
"2373",409,413,10,9,10,8,9,10,9,10,10,9
"2374",409,413,10,10,10,9,10,10,10,10,10,10
"2375",409,413,8,9,8,8,8,8,9,7,8,8
"2376",409,413,8,8,8,8,7,8,8,8,8,8
"2377",409,413,9,9,9,9,9,9,9,9,9,10
"2378",409,413,8,9,9,9,8,9,9,7,8,9
"2379",409,413,8,9,9,9,8,9,9,8,9,9
"2380",409,413,7,7,9,8,9,10,9,10,9,9
"2381",409,413,9,9,9,9,10,10,10,9,9,9
"2382",409,413,9,10,9,9,8,9,10,7,9,9
"2383",409,413,9,9,10,6,7,10,10,8,10,9
"2384",409,413,10,10,10,8,10,10,10,10,10,9
"2385",409,413,10,9,10,9,9,10,10,10,9,10
"2386",409,413,8,6,7,4,5,9,9,5,8,7
"2387",409,413,6,4,6,5,5,10,5,5,5,8
"2388",409,413,9,9,9,9,9,9,9,9,9,9
"2389",409,413,9,8,10,9,8,10,10,9,9,9
"2390",409,413,10,9,9,9,8,10,10,9,10,9
"2391",409,413,10,10,10,10,10,10,10,10,10,10
"2392",409,413,10,10,10,10,10,10,10,10,10,10
"2393",409,413,8,7,8,8,9,7,9,8,9,9
"2394",409,413,6,7,6,6,7,9,9,7,9,10
"2395",409,413,8,7,8,9,9,10,10,7,8,8
"2396",409,413,7,7,7,7,9,10,10,9,9,8
"2397",409,413,8,7,8,8,9,10,9,7,8,8
"2398",409,413,8,7,6,6,8,8,8,6,7,8
"2399",409,413,7,7,6,8,8,10,8,8,8,7
"2400",409,413,7,7,8,8,9,9,8,7,10,8
"2401",409,413,10,9,10,8,10,10,10,10,10,10
"2402",413,414,7,7,7,7,7,10,10,10,9,10
"2403",413,414,9,7,10,10,10,10,10,9,10,9
"2404",413,414,9,5,9,9,5,8,8,3,7,8
"2405",413,414,10,10,10,7,10,10,10,10,10,10
"2406",413,414,7,9,8,7,7,7,8,8,8,8
"2407",413,414,6,7,6,6,4,8,8,7,6,7
"2408",413,414,5,6,5,6,6,7,7,9,7,7
"2409",413,414,6,6,6,5,2,5,8,9,3,6
"2410",413,414,8,6,9,7,3,10,10,10,9,7
"2411",413,414,9,10,10,10,10,10,10,10,8,10
"2412",413,414,10,9,10,8,8,10,10,9,10,9
"2413",413,414,9,9,10,7,7,10,9,9,10,9
"2414",413,414,9,9,9,10,6,10,10,9,10,8
"2415",413,414,9,9,9,9,7,9,9,9,9,9
"2416",413,414,7,7,7,7,7,7,7,7,7,7
"2417",413,414,9,9,8,8,8,10,9,8,9,9
"2418",413,414,9,9,8,9,8,10,10,9,10,9
"2419",413,414,10,10,10,10,10,10,10,10,10,10
"2420",413,414,10,10,10,10,10,10,10,10,10,10
"2421",413,414,10,10,10,10,10,10,10,10,10,10
"2422",413,414,9,9,8,8,6,10,9,7,8,8
"2423",413,414,8,7,8,7,6,5,7,7,7,7
"2424",413,414,9,10,10,10,3,10,10,10,10,9
"2425",413,414,9,9,8,9,4,8,9,8,10,8
"2426",413,414,10,9,10,10,8,9,10,9,10,9
"2427",413,414,7,9,7,6,6,9,9,7,9,8
"2428",413,414,10,10,10,10,10,10,10,10,10,10
"2429",413,414,8,6,3,5,6,9,9,8,7,7
"2430",413,414,10,10,10,10,10,10,10,10,10,10
"2431",413,414,10,10,10,9,6,9,10,10,10,9
"2432",413,414,10,7,9,9,9,9,9,9,10,8
"2433",413,414,9,9,8,9,9,9,9,9,9,9
"2434",413,414,7,9,5,9,6,10,10,10,9,8
"2435",413,414,4,6,5,5,3,6,5,7,7,8
"2436",413,414,10,10,10,8,8,10,10,9,10,10
"2437",413,414,8,10,7,8,6,7,8,7,8,7
"2438",413,414,6,6,6,6,3,9,9,8,9,7
"2439",413,414,6,6,6,6,3,6,8,8,8,6
"2440",406,410,8,5,6,6,5,8,9,6,1,5
"2441",406,410,9,9,9,9,9,9,9,9,9,9
"2442",406,410,3,6,6,6,4,10,10,10,5,6
"2443",406,410,8,9,9,6,8,9,9,9,6,8
"2444",406,410,7,5,6,6,8,7,9,9,6,8
"2445",406,410,8,7,8,9,8,9,10,9,8,9
"2446",406,410,7,7,6,6,6,8,9,7,6,7
"2447",406,410,10,5,7,10,8,10,10,10,10,10
"2448",406,410,8,9,9,9,9,10,10,8,10,9
"2449",430,411,8,9,8,9,8,9,8,9,8,9
"2450",430,411,1,1,1,1,1,1,1,1,1,1
"2451",430,411,9,9,9,9,8,10,10,9,8,9
"2452",430,411,5,8,7,7,8,10,10,10,10,8
"2453",430,411,10,10,10,9,9,10,8,9,10,10
"2454",430,411,10,9,9,9,9,9,9,10,10,10
"2455",430,411,8,6,9,7,8,10,9,8,7,7
"2456",430,411,10,10,10,8,10,9,9,10,10,10
"2457",430,411,10,10,10,10,1,10,10,10,10,10
"2458",430,411,7,7,7,6,5,9,7,6,9,7
"2459",430,411,1,1,2,1,3,7,1,2,1,1
"2460",430,411,1,1,1,1,1,1,1,1,1,1
"2461",430,411,5,3,4,8,8,10,8,7,8,4
"2462",430,411,1,1,1,1,1,1,1,1,1,1
"2463",430,411,1,1,1,2,4,8,5,3,2,3
"2464",430,411,9,8,7,6,9,10,9,7,7,9
"2465",430,411,5,3,4,3,8,10,3,5,5,5
"2466",430,411,5,5,6,7,7,10,8,8,7,7
"2467",430,411,9,9,9,9,8,10,8,9,10,10
"2468",430,411,8,8,7,8,8,10,7,7,5,7
"2469",430,411,4,2,3,3,2,8,7,5,5,4
"2470",430,411,8,7,6,8,9,7,7,8,8,8
"2471",430,411,8,8,9,8,6,10,9,9,8,9
"2472",430,411,5,5,6,6,7,10,10,10,6,6
"2473",430,411,7,7,7,9,8,10,10,7,7,7
"2474",430,411,7,6,8,6,9,3,7,7,7,7
"2475",430,411,10,9,9,8,10,10,10,10,10,10
"2476",430,411,6,6,7,6,6,8,7,5,6,6
"2477",430,411,4,2,3,2,4,10,4,7,5,4
"2478",430,411,1,2,1,10,10,10,1,1,1,1
"2479",430,411,1,1,1,1,1,5,1,1,1,1
"2480",430,411,7,3,4,2,3,9,6,4,3,4
"2481",430,411,7,4,9,9,10,10,10,7,5,7
"2482",430,411,4,1,3,4,8,8,3,3,4,5
"2483",430,411,5,2,3,4,8,10,3,2,3,5
"2484",430,411,6,4,6,7,8,9,7,8,7,7
"2485",430,448,9,9,9,8,8,8,9,9,9,9
"2486",430,448,10,10,10,10,10,10,10,10,10,10
"2487",430,448,6,6,6,6,6,6,6,6,6,6
"2488",430,448,10,10,10,10,10,10,10,10,10,10
"2489",430,448,10,10,10,10,10,10,10,10,10,10
"2490",430,448,8,8,8,8,9,8,9,8,9,9
"2491",430,448,8,8,8,8,8,8,8,8,8,8
"2492",430,448,7,7,6,7,7,10,9,6,8,7
"2493",430,448,9,9,8,8,9,9,9,7,8,9
"2494",430,448,10,10,10,10,10,10,10,10,10,10
"2495",430,448,9,8,8,8,9,10,9,10,7,8
"2496",430,448,6,7,9,7,10,10,9,10,7,8
"2497",430,448,10,5,10,10,10,10,10,10,10,9
"2498",430,448,10,10,7,9,10,3,10,10,10,9
"2499",430,448,9,9,9,9,9,9,9,9,9,9
"2500",430,448,8,8,7,8,8,6,8,5,8,8
"2501",430,448,9,9,8,9,8,6,9,8,7,8
"2502",430,448,10,10,10,10,10,10,10,10,10,10
"2503",430,448,9,9,9,9,6,10,9,6,6,8
"2504",430,448,8,7,6,7,5,3,6,5,5,7
"2505",430,448,8,8,1,10,1,3,10,10,4,5
"2506",430,448,9,9,10,8,8,6,9,5,8,10
"2507",430,448,10,8,10,9,9,7,10,10,10,10
"2508",430,448,7,7,8,8,7,6,9,8,8,8
"2509",430,448,7,5,6,4,6,5,6,4,6,5
"2510",430,448,8,6,9,9,8,4,8,9,9,10
"2511",430,448,5,6,6,6,5,6,6,6,7,6
"2512",430,448,8,7,8,7,6,4,8,7,8,7
"2513",430,448,5,5,5,5,5,5,5,5,5,5
"2514",408,409,2,3,2,5,3,4,6,5,3,3
"2515",408,409,2,2,3,2,1,5,8,8,2,4
"2516",408,409,1,2,1,8,6,7,5,5,2,2
"2517",408,409,5,6,5,7,9,2,5,8,8,5
"2518",408,409,6,4,5,8,7,5,7,9,7,7
